"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-19 ~ 2025-11-18"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 영등포구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 500 ~ 3000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2302","서울특별시 영등포구 신길동","6*","8m미만","161.65","월세","202501","23","1,000","80","1978","영등포로79길","202502~202702","신규","-","","","단독다가구"
"2303","서울특별시 영등포구 신길동","4***","8m미만","65.40","월세","202501","23","1,000","65","1997","여의대방로9가길","202502~202702","신규","-","","","단독다가구"
"2304","서울특별시 영등포구 당산동1가","2**","8m미만","38.03","월세","202501","23","1,000","70","1991","영신로47길","202502~202702","신규","-","","","단독다가구"
"2305","서울특별시 영등포구 당산동1가","2**","8m미만","38.03","월세","202501","23","1,000","50","1991","영신로47길","202502~202702","신규","-","","","단독다가구"
"2306","서울특별시 영등포구 도림동","2**","8m미만","16.00","월세","202501","22","2,000","38","1992","도림로113나길","202503~202602","신규","-","","","단독다가구"
"2307","서울특별시 영등포구 신길동","1**","8m미만","19.83","월세","202501","22","3,000","50","2017","도신로60길","202502~202701","신규","-","","","단독다가구"
"2308","서울특별시 영등포구 신길동","3**","8m미만","33.46","월세","202501","22","500","45","1992","가마산로61가길","202501~202701","신규","-","","","단독다가구"
"2309","서울특별시 영등포구 신길동","4**","8m미만","20.00","월세","202501","22","1,000","30","1997","신길로13길","202502~202702","신규","-","","","단독다가구"
"2310","서울특별시 영등포구 당산동6가","1**","8m미만","216.79","월세","202501","22","1,000","60","2021","당산로52길","202502~202602","신규","-","","","단독다가구"
"2311","서울특별시 영등포구 문래동5가","2*","8m미만","31.70","월세","202501","22","1,500","80","2012","선유로9나길","202503~202703","신규","-","","","단독다가구"
"2312","서울특별시 영등포구 대림동","6**","12m미만","46.28","월세","202501","22","1,000","35","2006","대림로40가길","202502~202702","신규","-","","","단독다가구"
"2313","서울특별시 영등포구 신길동","1***","12m미만","21.02","월세","202501","22","1,000","52","2015","여의대방로43가길","202501~202701","신규","-","","","단독다가구"
"2314","서울특별시 영등포구 신길동","4***","8m미만","33.00","월세","202501","22","2,000","65","1993","여의대방로23길","202502~202702","신규","-","","","단독다가구"
"2315","서울특별시 영등포구 신길동","2**","8m미만","43.96","월세","202501","22","2,000","90","1994","도신로","202502~202702","신규","-","","","단독다가구"
"2316","서울특별시 영등포구 대림동","1***","8m미만","15.00","월세","202501","21","500","50","2016","대림로7가길","202501~202701","신규","-","","","단독다가구"
"2317","서울특별시 영등포구 당산동6가","1**","8m미만","15.00","월세","202501","21","1,000","33","2017","당산로52길","202501~202701","신규","-","","","단독다가구"
"2318","서울특별시 영등포구 도림동","*","8m미만","142.00","월세","202501","21","1,000","45","1996","도신로39길","202501~202701","신규","-","","","단독다가구"
"2319","서울특별시 영등포구 도림동","2**","8m미만","20.00","월세","202501","21","2,000","50","2017","도영로7길","202502~202702","신규","-","","","단독다가구"
"2320","서울특별시 영등포구 당산동1가","3**","8m미만","20.00","월세","202501","21","500","35","1990","영등포로25길","202502~202602","신규","-","","","단독다가구"
"2321","서울특별시 영등포구 신길동","4***","25m미만","18.00","월세","202501","21","1,000","50","2018","대방천로","202502~202602","신규","-","","","단독다가구"
"2322","서울특별시 영등포구 신길동","3**","12m미만","16.54","월세","202501","21","1,000","55","2019","가마산로61나길","202501~202701","신규","-","","","단독다가구"
"2323","서울특별시 영등포구 대림동","8**","8m미만","42.90","월세","202501","21","1,200","40","","대림로22가길","202511~202711","신규","-","","","단독다가구"
"2324","서울특별시 영등포구 당산동1가","4**","12m미만","36.00","월세","202501","20","1,000","45","1967","당산로16길","202501~202701","신규","-","","","단독다가구"
"2325","서울특별시 영등포구 대림동","8**","8m미만","17.82","월세","202501","20","1,000","69","2022","대림로10길","202502~202602","신규","-","","","단독다가구"
"2326","서울특별시 영등포구 도림동","9*","8m미만","20.00","월세","202501","20","3,000","30","2019","도신로33가길","202501~202701","신규","-","","","단독다가구"
"2327","서울특별시 영등포구 대림동","1***","8m미만","16.52","월세","202501","20","500","50","2020","디지털로49길","202502~202602","신규","-","","","단독다가구"
"2328","서울특별시 영등포구 신길동","2**","8m미만","35.00","월세","202501","20","3,000","85","2019","신길로41라길","202502~202702","신규","-","","","단독다가구"
"2329","서울특별시 영등포구 신길동","3**","8m미만","58.19","월세","202501","20","2,000","65","1994","가마산로61길","202503~202703","신규","-","","","단독다가구"
"2330","서울특별시 영등포구 대림동","1***","8m미만","64.53","월세","202501","20","500","50","1995","도림천로13길","202501~202701","신규","-","","","단독다가구"
"2331","서울특별시 영등포구 도림동","9*","8m미만","30.00","월세","202501","20","500","40","1986","영신로1길","202501~202701","신규","-","","","단독다가구"
"2332","서울특별시 영등포구 양평동4가","1**","8m미만","28.66","월세","202501","20","2,000","46","1992","양평로","202502~202701","신규","-","","","단독다가구"
"2333","서울특별시 영등포구 신길동","3**","8m미만","33.66","월세","202501","20","2,000","45","1990","가마산로51길","202502~202702","신규","-","","","단독다가구"
"2334","서울특별시 영등포구 당산동1가","2**","8m미만","17.20","월세","202501","20","1,000","57","2017","당산로12길","202501~202601","신규","-","","","단독다가구"
"2335","서울특별시 영등포구 대림동","1***","8m미만","43.00","월세","202501","19","1,000","45","1990","디지털로38길","202501~202701","신규","-","","","단독다가구"
"2336","서울특별시 영등포구 양평동1가","6*","8m미만","33.00","월세","202501","19","3,000","55","2006","선유동1로","202501~202901","신규","-","","","단독다가구"
"2337","서울특별시 영등포구 신길동","3***","8m미만","30.00","월세","202501","19","2,500","30","1991","신풍로10길","202501~202701","신규","-","","","단독다가구"
"2338","서울특별시 영등포구 대림동","9**","8m미만","19.80","월세","202501","18","3,000","40","2017","디지털로77길","202502~202602","신규","-","","","단독다가구"
"2339","서울특별시 영등포구 대림동","7**","12m미만","25.00","월세","202501","18","1,000","52","2013","대림로31나길","202501~202703","신규","-","","","단독다가구"
"2340","서울특별시 영등포구 신길동","3**","8m미만","50.00","월세","202501","18","1,000","60","1995","가마산로61길","202502~202702","신규","-","","","단독다가구"
"2341","서울특별시 영등포구 도림동","2**","12m미만","23.92","월세","202501","18","3,000","45","2020","도신로15다길","202503~202602","신규","-","","","단독다가구"
"2342","서울특별시 영등포구 도림동","1**","8m미만","32.60","월세","202501","18","500","40","1992","도림로108길","202501~202601","신규","-","","","단독다가구"
"2343","서울특별시 영등포구 대림동","1***","8m미만","25.00","월세","202501","18","3,000","97","2016","디지털로38길","202502~202702","신규","-","","","단독다가구"
"2344","서울특별시 영등포구 대림동","9**","8m미만","42.00","월세","202501","18","1,500","50","1990","시흥대로175길","202501~202601","신규","-","","","단독다가구"
"2345","서울특별시 영등포구 도림동","2**","12m미만","23.92","월세","202501","18","3,000","45","2020","도신로15다길","202503~202602","신규","-","","","단독다가구"
"2346","서울특별시 영등포구 신길동","2**","8m미만","15.00","월세","202501","18","500","45","2017","신길로38길","202501~202701","신규","-","","","단독다가구"
"2347","서울특별시 영등포구 대림동","1***","8m미만","55.44","월세","202501","17","500","50","1988","대림로23나길","202501~202701","신규","-","","","단독다가구"
"2348","서울특별시 영등포구 대림동","8**","12m미만","54.00","월세","202501","17","1,500","70","1992","대림로22길","202501~202701","신규","-","","","단독다가구"
"2349","서울특별시 영등포구 신길동","3**","8m미만","54.87","월세","202501","17","2,000","57","1981","가마산로50길","202503~202703","신규","-","","","단독다가구"
"2350","서울특별시 영등포구 신길동","4**","8m미만","30.00","월세","202501","17","1,000","67","2017","도림로69길","202502~202702","신규","-","","","단독다가구"
"2351","서울특별시 영등포구 도림동","2**","12m미만","20.92","월세","202501","17","2,000","50","2020","도신로15다길","202502~202701","신규","-","","","단독다가구"
"2352","서울특별시 영등포구 대림동","1***","8m미만","25.00","월세","202501","16","1,000","45","1991","도림로31길","202501~202701","신규","-","","","단독다가구"
"2353","서울특별시 영등포구 신길동","3**","8m미만","32.00","월세","202501","16","2,000","35","1988","가마산로63길","202501~202701","신규","-","","","단독다가구"
"2354","서울특별시 영등포구 신길동","6**","12m미만","23.77","월세","202501","16","1,000","70","2001","가마산로90길","202501~202701","신규","-","","","단독다가구"
"2355","서울특별시 영등포구 당산동2가","1**","8m미만","32.07","월세","202501","16","1,000","50","1994","선유동1로","202501~202701","신규","-","","","단독다가구"
"2356","서울특별시 영등포구 대림동","7**","25m미만","20.00","월세","202501","16","500","35","1987","도신로4길","202501~202701","신규","-","","","단독다가구"
"2357","서울특별시 영등포구 신길동","4***","8m미만","19.80","월세","202501","16","2,000","50","2020","여의대방로13길","202401~202601","신규","-","","","단독다가구"
"2358","서울특별시 영등포구 신길동","7**","8m미만","59.19","월세","202501","15","1,500","50","1983","가마산로88길","202501~202701","신규","-","","","단독다가구"
"2359","서울특별시 영등포구 대림동","8**","8m미만","18.10","월세","202501","15","2,000","59","2022","대림로10길","202501~202701","신규","-","","","단독다가구"
"2360","서울특별시 영등포구 대림동","1***","8m미만","77.76","월세","202501","15","3,000","85","1994","디지털로54길","202501~202701","신규","-","","","단독다가구"
"2361","서울특별시 영등포구 신길동","4*","12m미만","21.50","월세","202501","15","500","45","1971","영등포로62길","202502~202602","신규","-","","","단독다가구"
"2362","서울특별시 영등포구 신길동","2**","12m미만","19.02","월세","202501","15","1,000","58","1994","신길로41라길","202502~202602","신규","-","","","단독다가구"
"2363","서울특별시 영등포구 당산동6가","2**","8m미만","18.33","월세","202501","15","3,000","52","2018","당산로50길","202502~202702","신규","-","","","단독다가구"
"2364","서울특별시 영등포구 영등포동7가","6*","12m미만","44.00","월세","202501","15","2,000","47","1993","영중로27길","202502~202701","신규","-","","","단독다가구"
"2365","서울특별시 영등포구 영등포동7가","2*","12m미만","16.50","월세","202501","15","3,000","20","2011","버드나루로11길","202501~202701","신규","-","","","단독다가구"
"2366","서울특별시 영등포구 영등포동","6**","8m미만","46.79","월세","202501","14","2,300","45","1993","영신로9길","202501~202701","신규","-","","","단독다가구"
"2367","서울특별시 영등포구 도림동","2**","12m미만","40.95","월세","202501","14","1,000","50","1989","도림로113길","202501~202701","신규","-","","","단독다가구"
"2368","서울특별시 영등포구 영등포동6가","4*","12m미만","17.88","월세","202501","14","500","45","2010","영신로44길","202502~202602","신규","-","","","단독다가구"
"2369","서울특별시 영등포구 양평동4가","2**","12m미만","35.00","월세","202501","14","500","65","2004","선유로55길","202502~202702","신규","-","","","단독다가구"
"2370","서울특별시 영등포구 대림동","8**","8m미만","39.00","월세","202501","14","3,000","35","","대림로22가길","202501~202704","신규","-","","","단독다가구"
"2371","서울특별시 영등포구 대림동","7**","8m미만","28.00","월세","202501","14","500","35","1993","도림로55길","202407~202607","신규","-","","","단독다가구"
"2372","서울특별시 영등포구 대림동","1***","8m미만","19.00","월세","202501","14","2,000","43","2018","디지털로38길","202502~202702","신규","-","","","단독다가구"
"2373","서울특별시 영등포구 신길동","2**","12m미만","20.00","월세","202501","14","1,000","35","2018","신길로42가길","202502~202601","신규","-","","","단독다가구"
"2374","서울특별시 영등포구 신길동","3**","8m미만","25.00","월세","202501","14","500","37","1992","도림로100길","202501~202701","신규","-","","","단독다가구"
"2375","서울특별시 영등포구 신길동","1**","8m미만","32.00","월세","202501","14","500","30","1994","신길로60길","202501~202701","신규","-","","","단독다가구"
"2376","서울특별시 영등포구 당산동1가","3**","8m미만","26.10","월세","202501","14","1,000","40","1990","영등포로25길","202502~202702","신규","-","","","단독다가구"
"2377","서울특별시 영등포구 영등포동","6**","8m미만","31.16","월세","202501","14","500","50","2009","영신로20가길","202502~202702","신규","-","","","단독다가구"
"2378","서울특별시 영등포구 영등포동","6**","8m미만","31.16","월세","202501","14","500","50","2009","영신로20가길","202502~202702","신규","-","","","단독다가구"
"2379","서울특별시 영등포구 도림동","2**","8m미만","21.00","월세","202501","13","500","40","1992","도영로11길","202501~202701","신규","-","","","단독다가구"
"2380","서울특별시 영등포구 도림동","2**","8m미만","21.00","월세","202501","13","500","40","1992","도영로11길","202501~202701","신규","-","","","단독다가구"
"2381","서울특별시 영등포구 당산동4가","3*","8m미만","101.81","월세","202501","13","1,000","50","1969","당산로","202501~202601","신규","-","","","단독다가구"
"2382","서울특별시 영등포구 대림동","9**","12m미만","18.00","월세","202501","13","1,000","60","2022","대림로7길","202501~202701","신규","-","","","단독다가구"
"2383","서울특별시 영등포구 대림동","6**","12m미만","33.00","월세","202501","13","500","25","1988","대림로40가길","202501~202701","신규","-","","","단독다가구"
"2384","서울특별시 영등포구 신길동","1**","25m미만","177.37","월세","202501","13","1,000","70","1969","도신로60길","202502~202702","신규","-","","","단독다가구"
"2385","서울특별시 영등포구 대림동","1***","8m미만","23.00","월세","202501","13","2,000","50","2024","대림로7가길","202501~202601","신규","-","","","단독다가구"
"2386","서울특별시 영등포구 당산동3가","1**","8m미만","19.00","월세","202501","12","500","40","1991","당산로32길","202501~202701","신규","-","","","단독다가구"
"2387","서울특별시 영등포구 신길동","3**","8m미만","17.00","월세","202501","12","500","20","1976","도림로89길","202501~202701","신규","-","","","단독다가구"
"2388","서울특별시 영등포구 영등포동2가","2*","8m미만","20.23","월세","202501","12","1,000","63","2011","국회대로54길","202501~202701","신규","-","","","단독다가구"
"2389","서울특별시 영등포구 신길동","4***","8m미만","19.00","월세","202501","12","1,000","50","2014","대방천로","202501~202701","신규","-","","","단독다가구"
"2390","서울특별시 영등포구 영등포동6가","2*","8m미만","16.01","월세","202501","12","3,000","50","2016","영등포로35나길","202502~202602","신규","-","","","단독다가구"
"2391","서울특별시 영등포구 신길동","3***","8m미만","25.50","월세","202501","12","1,000","40","2016","신풍로","202502~202702","신규","-","","","단독다가구"
"2392","서울특별시 영등포구 영등포동7가","6*","8m미만","29.00","월세","202501","11","3,000","50","1991","국회대로44길","202502~202702","신규","-","","","단독다가구"
"2393","서울특별시 영등포구 신길동","2**","8m미만","26.00","월세","202501","11","500","45","1991","가마산로67길","202501~202701","신규","-","","","단독다가구"
"2394","서울특별시 영등포구 양평동3가","3*","8m미만","46.95","월세","202501","11","3,000","40","","선유서로31길","202501~202701","신규","-","","","단독다가구"
"2395","서울특별시 영등포구 대림동","9**","12m미만","22.00","월세","202501","11","3,000","58","2022","대림로7길","202501~202701","신규","-","","","단독다가구"
"2396","서울특별시 영등포구 대림동","8**","8m미만","38.70","월세","202501","11","1,000","40","1994","대림로22길","202501~202701","신규","-","","","단독다가구"
"2397","서울특별시 영등포구 도림동","2**","8m미만","38.37","월세","202501","11","500","45","1992","도신로15다길","202501~202701","신규","-","","","단독다가구"
"2398","서울특별시 영등포구 대림동","8**","8m미만","25.00","월세","202501","11","2,000","55","1985","대림로29라길","202501~202701","신규","-","","","단독다가구"
"2399","서울특별시 영등포구 대림동","1***","8m미만","30.00","월세","202501","11","500","45","","도림천로13길","202501~202701","신규","-","","","단독다가구"
"2400","서울특별시 영등포구 문래동5가","2*","8m미만","31.70","월세","202501","11","3,000","60","2012","선유로9나길","202502~202702","신규","-","","","단독다가구"
"2401","서울특별시 영등포구 신길동","3**","8m미만","16.00","월세","202501","11","500","35","2014","도림로91길","202502~202702","신규","-","","","단독다가구"
"2402","서울특별시 영등포구 신길동","4***","8m미만","18.00","월세","202501","11","1,000","55","2014","신풍로12나길","202501~202601","신규","-","","","단독다가구"
"2403","서울특별시 영등포구 도림동","1**","8m미만","20.00","월세","202501","10","1,000","41","2010","도신로27길","202501~202701","신규","-","","","단독다가구"
"2404","서울특별시 영등포구 신길동","9**","8m미만","42.88","월세","202501","10","1,000","50","1993","여의대방로43다길","202502~202702","신규","-","","","단독다가구"
"2405","서울특별시 영등포구 당산동1가","2**","12m미만","18.00","월세","202501","10","1,000","79","2023","당산로16길","202502~202602","신규","-","","","단독다가구"
"2406","서울특별시 영등포구 당산동6가","1**","8m미만","30.00","월세","202501","10","1,000","60","","당산로50길","202501~202601","신규","-","","","단독다가구"
"2407","서울특별시 영등포구 도림동","1**","12m미만","29.00","월세","202501","10","500","40","1992","도림로113길","202501~202701","신규","-","","","단독다가구"
"2408","서울특별시 영등포구 도림동","2**","8m미만","33.00","월세","202501","09","500","35","1992","도신로19가길","202502~202702","신규","-","","","단독다가구"
"2409","서울특별시 영등포구 대림동","9**","8m미만","16.00","월세","202501","09","1,000","40","2010","시흥대로183길","202501~202601","신규","-","","","단독다가구"
"2410","서울특별시 영등포구 대림동","8**","8m미만","30.00","월세","202501","09","1,000","55","1990","대림로29라길","202501~202701","신규","-","","","단독다가구"
"2411","서울특별시 영등포구 신길동","2**","8m미만","43.75","월세","202501","09","500","40","1996","신길로39길","202501~202701","신규","-","","","단독다가구"
"2412","서울특별시 영등포구 대림동","1***","8m미만","16.53","월세","202501","09","1,000","65","2021","디지털로38길","202501~202701","신규","-","","","단독다가구"
"2413","서울특별시 영등포구 신길동","1**","8m미만","40.00","월세","202501","09","1,000","60","1995","도신로51길","202502~202702","신규","-","","","단독다가구"
"2414","서울특별시 영등포구 신길동","9**","8m미만","42.31","월세","202501","09","1,500","50","1980","여의대방로47라길","202501~202701","신규","-","","","단독다가구"
"2415","서울특별시 영등포구 도림동","1**","8m미만","64.05","월세","202501","08","2,000","100","1973","도림로112길","202502~202702","신규","-","","","단독다가구"
"2416","서울특별시 영등포구 신길동","1**","8m미만","57.19","월세","202501","08","500","40","1985","도신로","202501~202701","신규","-","","","단독다가구"
"2417","서울특별시 영등포구 신길동","1***","8m미만","20.00","월세","202501","08","1,000","55","2014","여의대방로45길","202502~202702","신규","-","","","단독다가구"
"2418","서울특별시 영등포구 신길동","3**","8m미만","20.00","월세","202501","08","500","55","2014","도림로91길","202501~202701","신규","-","","","단독다가구"
"2419","서울특별시 영등포구 도림동","1**","8m미만","17.26","월세","202501","08","500","45","","도림로108다길","202501~202701","신규","-","","","단독다가구"
"2420","서울특별시 영등포구 양평동2가","3*","8m미만","36.44","월세","202501","08","500","40","1985","선유서로","202501~202701","신규","-","","","단독다가구"
"2421","서울특별시 영등포구 양평동2가","3*","8m미만","36.44","월세","202501","08","500","40","1985","선유서로","202501~202701","신규","-","","","단독다가구"
"2422","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202501","08","500","53","2021","도림천로15길","202501~202701","신규","-","","","단독다가구"
"2423","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202501","08","1,000","55","2021","디지털로","202501~202701","신규","-","","","단독다가구"
"2424","서울특별시 영등포구 신길동","3**","8m미만","20.00","월세","202501","08","500","55","2014","도림로91길","202501~202701","신규","-","","","단독다가구"
"2425","서울특별시 영등포구 신길동","3***","8m미만","20.00","월세","202501","07","1,000","50","2020","신풍로12가길","202502~202702","신규","-","","","단독다가구"
"2426","서울특별시 영등포구 당산동1가","2**","8m미만","20.52","월세","202501","07","500","40","2006","당산로14길","202501~202701","신규","-","","","단독다가구"
"2427","서울특별시 영등포구 당산동4가","3*","12m미만","16.50","월세","202501","07","1,000","53","2015","당산로","202503~202703","신규","-","","","단독다가구"
"2428","서울특별시 영등포구 영등포동6가","9*","8m미만","37.00","월세","202501","07","2,000","30","1991","영신로38길","202502~202702","신규","-","","","단독다가구"
"2429","서울특별시 영등포구 신길동","3**","12m미만","19.20","월세","202501","07","2,000","60","2019","가마산로61나길","202502~202702","신규","-","","","단독다가구"
"2430","서울특별시 영등포구 신길동","3***","8m미만","19.70","월세","202501","07","3,000","35","2020","신풍로12가길","202502~202702","신규","-","","","단독다가구"
"2431","서울특별시 영등포구 신길동","4**","8m미만","58.71","월세","202501","07","3,000","95","1971","도림로","202501~202701","신규","-","","","단독다가구"
"2432","서울특별시 영등포구 당산동3가","2**","8m미만","28.62","월세","202501","06","1,000","55","1998","당산로32길","202501~202701","신규","-","","","단독다가구"
"2433","서울특별시 영등포구 도림동","2*","8m미만","32.00","월세","202501","06","500","41","1995","영신로9다길","202501~202701","신규","-","","","단독다가구"
"2434","서울특별시 영등포구 신길동","4**","8m미만","43.29","월세","202501","06","1,000","70","1974","도림로81길","202501~202601","신규","-","","","단독다가구"
"2435","서울특별시 영등포구 양평동4가","1**","25m이상","16.00","월세","202501","06","500","41","1992","양평로","202502~202602","신규","-","","","단독다가구"
"2436","서울특별시 영등포구 당산동1가","2**","12m미만","19.92","월세","202501","06","1,500","58","2001","당산로16길","202502~202702","신규","-","","","단독다가구"
"2437","서울특별시 영등포구 도림동","2**","8m미만","16.00","월세","202501","06","1,000","50","1992","도신로15나길","202502~202702","신규","-","","","단독다가구"
"2438","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202501","05","2,000","50","2017","디지털로","202502~202702","신규","-","","","단독다가구"
"2439","서울특별시 영등포구 당산동4가","*","12m미만","19.83","월세","202501","05","3,000","58","2010","국회대로37길","202501~202701","신규","-","","","단독다가구"
"2440","서울특별시 영등포구 당산동3가","2**","8m미만","27.00","월세","202501","05","2,000","49","1994","양산로23길","202501~202701","신규","-","","","단독다가구"
"2441","서울특별시 영등포구 대림동","8**","8m미만","30.00","월세","202501","04","1,000","45","1988","대림로29다길","202501~202701","신규","-","","","단독다가구"
"2442","서울특별시 영등포구 도림동","1**","8m미만","172.80","전세","202501","04","2,000","0","1990","도림로112가길","202501~202701","신규","-","","","단독다가구"
"2443","서울특별시 영등포구 도림동","1**","8m미만","18.53","월세","202501","04","1,000","30","2018","도림로112가길","202502~202602","신규","-","","","단독다가구"
"2444","서울특별시 영등포구 영등포동7가","6*","12m미만","30.00","월세","202501","04","1,000","50","1990","국회대로44길","202501~202701","신규","-","","","단독다가구"
"2445","서울특별시 영등포구 신길동","2***","25m미만","56.07","월세","202501","04","2,000","70","2002","여의대방로35길","202501~202701","신규","-","","","단독다가구"
"2446","서울특별시 영등포구 대림동","6**","8m미만","19.00","월세","202501","04","500","50","2017","도신로10길","202501~202701","신규","-","","","단독다가구"
"2447","서울특별시 영등포구 신길동","3**","8m미만","20.00","월세","202501","03","700","40","1996","도림로87길","202501~202701","신규","-","","","단독다가구"
"2448","서울특별시 영등포구 대림동","9**","8m미만","30.00","월세","202501","03","1,000","50","2017","디지털로81길","202501~202701","신규","-","","","단독다가구"
"2449","서울특별시 영등포구 신길동","3**","8m미만","20.00","월세","202501","03","800","40","1996","도림로87길","202501~202701","신규","-","","","단독다가구"
"2450","서울특별시 영등포구 신길동","1**","8m미만","36.57","월세","202501","03","1,000","40","1969","도신로56길","202501~202701","신규","-","","","단독다가구"
"2451","서울특별시 영등포구 당산동4가","3*","12m미만","18.00","월세","202501","03","500","45","1987","당산로40길","202501~202701","신규","-","","","단독다가구"
"2452","서울특별시 영등포구 당산동1가","2**","8m미만","59.43","월세","202501","03","1,000","80","1995","당산로14길","202502~202702","신규","-","","","단독다가구"
"2453","서울특별시 영등포구 당산동1가","1**","12m미만","45.99","월세","202501","03","3,000","110","2017","당산로10길","202501~202701","신규","-","","","단독다가구"
"2454","서울특별시 영등포구 당산동1가","3**","8m미만","25.88","월세","202501","03","500","40","2006","당산로18길","202501~202701","신규","-","","","단독다가구"
"2455","서울특별시 영등포구 신길동","8*","8m미만","201.57","월세","202501","03","1,000","37","1991","여의대방로53나길","202501~202601","신규","-","","","단독다가구"
"2456","서울특별시 영등포구 문래동5가","2*","12m미만","21.92","월세","202501","02","3,000","35","2012","선유로9나길","202501~202701","신규","-","","","단독다가구"
"2457","서울특별시 영등포구 신길동","3***","8m미만","22.00","월세","202501","02","1,000","35","2016","신풍로14길","202502~202702","신규","-","","","단독다가구"
"2458","서울특별시 영등포구 신길동","4**","8m미만","20.00","월세","202501","02","500","55","","도림로69길","202502~202602","신규","-","","","단독다가구"
"2459","서울특별시 영등포구 신길동","1**","8m미만","197.55","월세","202501","02","500","40","1991","도신로","202501~202701","신규","-","","","단독다가구"
"2460","서울특별시 영등포구 신길동","3***","8m미만","23.10","월세","202501","02","500","40","1991","대방천로","202501~202603","신규","-","","","단독다가구"
"2461","서울특별시 영등포구 당산동2가","1**","8m미만","46.90","월세","202501","02","1,000","70","1995","선유동1로","202502~202701","신규","-","","","단독다가구"
"2462","서울특별시 영등포구 대림동","1***","8m미만","89.56","월세","202501","02","1,000","70","1996","디지털로37다길","202501~202701","신규","-","","","단독다가구"
"2463","서울특별시 영등포구 대림동","9**","8m미만","42.00","월세","202501","02","3,000","35","1996","시흥대로177길","202501~202701","신규","-","","","단독다가구"
"2464","서울특별시 영등포구 대림동","8**","8m미만","19.83","월세","202501","02","1,000","50","2017","대림로22길","202501~202701","신규","-","","","단독다가구"
"2465","서울특별시 영등포구 신길동","3**","8m미만","33.33","월세","202501","01","2,000","20","1989","도림로81길","202412~202612","신규","-","","","단독다가구"
"2466","서울특별시 영등포구 신길동","6*","8m미만","184.41","월세","202412","31","1,000","40","1991","영등포로67가길","202501~202601","신규","-","","","단독다가구"
"2467","서울특별시 영등포구 신길동","4***","8m미만","33.00","월세","202412","31","2,000","45","1993","신풍로22길","202501~202701","신규","-","","","단독다가구"
"2468","서울특별시 영등포구 도림동","1**","8m미만","29.00","월세","202412","31","500","30","1991","도신로29길","202501~202701","신규","-","","","단독다가구"
"2469","서울특별시 영등포구 당산동6가","1**","8m미만","23.00","월세","202412","31","1,000","45","1996","당산로52길","202501~202701","신규","-","","","단독다가구"
"2470","서울특별시 영등포구 신길동","4***","8m미만","21.40","월세","202412","31","500","35","2013","여의대방로9가길","202501~202504","신규","-","","","단독다가구"
"2471","서울특별시 영등포구 신길동","4***","8m미만","21.00","월세","202412","31","1,000","50","2018","신풍로12나길","202502~202602","신규","-","","","단독다가구"
"2472","서울특별시 영등포구 대림동","1***","8m미만","84.89","월세","202412","30","500","37","1991","디지털로37가길","202412~202612","신규","-","","","단독다가구"
"2473","서울특별시 영등포구 대림동","1***","8m미만","40.00","월세","202412","30","700","45","1990","디지털로56길","202501~202701","신규","-","","","단독다가구"
"2474","서울특별시 영등포구 신길동","9*","8m미만","53.88","월세","202412","30","3,000","40","1985","영등포로72길","202501~202701","신규","-","","","단독다가구"
"2475","서울특별시 영등포구 신길동","3**","8m미만","44.13","월세","202412","30","500","40","1993","도림로104길","202501~202601","신규","-","","","단독다가구"
"2476","서울특별시 영등포구 신길동","3**","8m미만","21.00","월세","202412","30","500","30","2014","도림로91길","202501~202601","신규","-","","","단독다가구"
"2477","서울특별시 영등포구 대림동","7**","12m미만","21.00","월세","202412","30","1,000","70","2013","대림로31나길","202501~202703","신규","-","","","단독다가구"
"2478","서울특별시 영등포구 대림동","7**","8m미만","44.53","월세","202412","30","3,000","50","1988","대림로41길","202501~202701","신규","-","","","단독다가구"
"2479","서울특별시 영등포구 대림동","8**","8m미만","33.00","월세","202412","30","1,000","45","1993","디지털로71길","202501~202701","신규","-","","","단독다가구"
"2480","서울특별시 영등포구 신길동","1**","8m미만","56.31","월세","202412","29","1,000","70","1992","도신로47가길","202501~202701","신규","-","","","단독다가구"
"2481","서울특별시 영등포구 신길동","2**","12m미만","50.00","월세","202412","29","2,000","75","1990","신길로39길","202502~202702","신규","-","","","단독다가구"
